customer_id,customer_name,email,registration_date,customer_type,email_valid
C0738,Chatura Lalla,riaganesh@example.org,2024-01-03,REGULAR,True
C0739,Charvi Soni,ganeshucchal@example.com,2025-10-11,PREMIUM,True
C0740,Maanav Wali,ladliramakrishnan@example.com,2025-05-12,REGULAR,True
C0741,Benjamin Chatterjee,manisaumya@example.com,2025-10-09,VIP,True
C0742,Amara Chaudhari,rachana94@example.com,2024-08-06,VIP,True
C0743,Robert Venkatesh,xshenoy@example.net,2024-12-12,VIP,True
C0744,Ekansh Arora,dhritianne@example.net,2025-04-05,PREMIUM,True
C0745,Indali Kanda,vohrahemang@example.net,2024-09-19,VIP,True
C0746,Dakshesh Kalla,reyansh00@example.net,2026-01-23,PREMIUM,True
C0747,Keya Goyal,dargabriel@example.net,2023-12-26,VIP,True
C0748,Sudiksha Malhotra,zehaanmenon@example.com,2025-04-30,REGULAR,True
C0749,Lavanya Rama,aarini21@example.com,2024-12-04,PREMIUM,True
C0750,Ekaraj Swamy,kuruvillaalka@example.org,2024-05-13,REGULAR,True
C0751,Maanas Zachariah,pgokhale@example.com,2025-05-06,REGULAR,True
C0752,Harshil Banerjee,hiteshsathe@example.net,2023-10-28,VIP,True
C0753,Manthan Acharya,krishnasanaya@example.org,2023-09-03,PREMIUM,True
C0754,Mahika Aggarwal,jlata@example.net,2025-09-14,VIP,True
C0755,Upkaar Aggarwal,bsridhar@example.com,2025-02-23,PREMIUM,True
C0756,Gauri Mitter,kdara@example.net,2025-03-20,PREMIUM,True
C0757,Faris Sharaf,chanajasmit@example.net,2024-09-29,PREMIUM,True
C0758,Chandani Ramakrishnan,patrickbaral@example.com,2023-12-19,REGULAR,True
C0759,Logan Banik,vidhi17@example.net,2024-05-01,VIP,True
C0760,Darika Tata,kharevrinda@example.com,2025-10-13,PREMIUM,True
C0761,Geetika Basak,cbabu@example.com,2025-03-27,VIP,True
C0762,Viraj Bora,kakartara@example.net,2023-09-02,PREMIUM,True
C0763,Xavier De,vrindabahl@example.com,2023-07-29,VIP,True
C0764,Onkar Bhatt,chandreshmohanty@example.org,2023-12-19,VIP,True
C0765,Pooja Nazareth,tankthomas@example.org,2026-05-25,PREMIUM,True
C0766,Ekanta Kala,hnair@example.net,2023-09-15,VIP,True
C0767,Lohit Sagar,gautamibhatnagar@example.org,2024-03-24,PREMIUM,True
C0768,Kiaan Chaudhry,nitesh73@example.net,2026-03-15,VIP,True
C0769,Abeer Amble,bdugar@example.com,2024-04-10,PREMIUM,True
C0770,Jonathan Jhaveri,manderomaja@example.net,2024-02-14,VIP,True
C0771,Pranit Tata,shravya63@example.org,2026-02-11,PREMIUM,True
C0772,Warinder Handa,mitraijaya@example.com,2024-01-05,VIP,True
C0773,Sathvik Malhotra,pathakyashica@example.org,2023-09-27,REGULAR,True
C0774,Widisha Goda,isaiahdixit@example.net,2024-03-11,VIP,True
C0775,Radhika Krishnamurthy,bhagatjanuja@example.com,2024-12-07,VIP,True
C0776,Patrick Dugar,gbassi@example.net,2023-08-21,VIP,True
C0777,Sai Nanda,hvarma@example.org,2025-04-17,PREMIUM,True
C0778,Vedant Chaudhari,eshanakarpe@,2024-07-09,REGULAR,False
C0779,Urishilla Sundaram,yiyengar@example.org,2023-09-29,PREMIUM,True
C0780,Pranav Ram,ndhillon@example.net,2025-02-06,PREMIUM,True
C0781,Anamika Jain,tanvihari@example.net,2024-12-09,REGULAR,True
C0782,Indrajit Shroff,azadbhasin@example.com,2025-06-18,PREMIUM,True
C0783,Chakrika Dugar,wgarg@example.com,2026-03-24,REGULAR,True
C0784,Tarak Solanki,victorchadha@example.com,2025-06-24,VIP,True
C0785,Radha Kapadia,akshay63@example.org,2026-01-11,VIP,True
C0786,Upma Thaman,abdulsahni@example.org,2023-08-28,PREMIUM,True
C0787,Sneha Tandon,zwali@example.com,2024-07-14,VIP,True
C0788,Jagrati Merchant,aroraniharika@example.org,2024-07-12,PREMIUM,True
C0789,Neel Sharaf,babuvarsha@example.net,2025-12-09,REGULAR,True
C0790,Qasim Prabhakar,shaubika@example.org,2026-03-06,VIP,True
C0791,Gaurangi Wali,oagarwal@example.org,2023-08-26,REGULAR,True
C0792,Faris Nayak,pooja49@example.net,2023-09-30,REGULAR,True
C0793,Banjeet Pau,charan16@example.com,2025-01-26,VIP,True
C0794,William Zacharia,ekalingajayaraman@example.org,2023-12-30,PREMIUM,True
C0795,Ekani Pandit,wkadakia@example.net,2024-08-25,VIP,True
C0796,Hemani Sethi,dmalhotra@example.org,2025-07-31,REGULAR,True
C0797,Dominic Guha,singhalbrinda@example.com,2025-06-17,PREMIUM,True
C0798,Faraj Chopra,buchmahika@example.org,2024-03-18,PREMIUM,True
C0799,Arin Memon,isaac27@example.org,2025-04-14,REGULAR,True
C0800,Ansh Manne,urvipalan@example.com,2024-04-25,VIP,True
C0801,Nisha Oza,bainsvincent@example.net,2026-04-20,PREMIUM,True
C0802,Tanvi Modi,vedika98@example.net,2025-12-04,PREMIUM,True
C0803,Veda Prabhu,daminigarg@example.com,2024-09-26,PREMIUM,True
C0804,Ojas Dyal,divanira@example.com,2025-10-15,REGULAR,True
C0805,Jackson Barman,qabil22@example.org,2024-11-09,REGULAR,True
C0806,Samesh Banerjee,ridhilad@example.com,2026-05-05,REGULAR,True
C0807,Charvi Dara,hemangini25@example.com,2023-08-14,PREMIUM,True
C0808,Ekaja Dugal,xtata@example.org,2023-07-13,REGULAR,True
C0809,Riya Nigam,chakrika74@example.net,2026-06-11,VIP,True
C0810,Darika Bakshi,srinivasbanjeet@example.org,2025-03-21,PREMIUM,True
C0811,Christopher Hayer,sanayaparikh@example.org,2025-12-29,REGULAR,True
C0812,Sanaya Chahal,arunimahayre@example.org,2025-09-09,VIP,True
C0813,Jalsa Rao,fhayer@example.com,2024-02-21,PREMIUM,True
C0814,Bhavani Pai,ypingle@example.com,2025-01-02,REGULAR,True
C0815,Ojasvi Savant,sanaya81@example.org,2024-09-27,PREMIUM,True
C0816,Maanas Johal,paninisachdeva@example.org,2024-10-20,PREMIUM,True
C0817,Gaurang Ahuja,vvohra@example.org,2025-04-03,VIP,True
C0818,Ryan Grewal,oeshi28@example.com,2025-02-19,PREMIUM,True
C0819,Wakeeta Sheth,vritti04@example.net,2024-06-19,PREMIUM,True
C0820,Urmi Dash,agatemitesh@example.com,2026-04-17,PREMIUM,True
C0821,Ayush Dar,omisha27@example.net,2024-09-09,VIP,True
C0822,Vasana Sarin,mbhavsar@example.net,2024-08-10,REGULAR,True
C0823,Aashi Gaba,xdar@example.net,2025-12-26,PREMIUM,True
C0824,Ishanvi Gade,dhingraekaja@example.com,2023-09-27,PREMIUM,True
C0825,Bishakha Wagle,jalsa65@example.org,2026-03-25,REGULAR,True
C0826,Girindra Ganesh,varkeyrishi@example.net,2025-10-28,PREMIUM,True
C0827,Gopal Warrior,diya44@example.net,2025-12-24,REGULAR,True
C0828,Kashish Sundaram,maanas02@example.net,2025-04-07,REGULAR,True
C0829,Raghav Vora,nicholas13@example.org,2025-10-10,REGULAR,True
C0830,Karan Badal,sahnitriveni@example.org,2025-07-20,VIP,True
C0831,Orinder Modi,devika52@example.com,2023-08-20,PREMIUM,True
C0832,Utkarsh Mohanty,kapadiakabir@example.net,2024-01-17,PREMIUM,True
C0833,Faras Bahl,kalpitbrar@example.com,2025-07-28,REGULAR,True
C0834,Yochana Bhargava,mbasak@example.org,2025-07-04,PREMIUM,True
C0835,Advaith Char,kulkarnicaleb@example.org,2024-01-15,VIP,True
C0836,Ayush Chana,ryangoyal@example.net,2024-02-18,REGULAR,True
C0837,Yashasvi Bir,ijaya52@example.net,2023-12-07,PREMIUM,True
C0838,Baghyawati Garg,wadhwateerth@example.net,2025-10-18,REGULAR,True
C0839,Jeevika Goyal,chaudharytanish@example.net,2025-05-19,VIP,True
C0840,Tanish Varkey,gollaisha@example.com,2024-06-24,REGULAR,True
C0841,Unnati Choudhary,wchowdhury@example.com,2025-09-21,REGULAR,True
C0842,Banjeet Butala,warhipatel@example.net,2024-11-27,REGULAR,True
C0843,Devika Sawhney,ydalia@example.com,2024-06-21,REGULAR,True
C0844,Vamakshi Pillai,bmannan@example.org,2024-04-10,REGULAR,True
C0845,Frederick Dar,swamyhenry@example.com,2024-02-14,PREMIUM,True
C0846,Om Bhattacharyya,srattan@example.net,2025-01-22,VIP,True
C0847,Jason Kaul,hamsiniiyer@example.net,2025-04-26,VIP,True
C0848,Mugdha Parekh,wmallick@example.net,2025-07-15,PREMIUM,True
C0849,Suhani Chokshi,gsundaram@example.com,2024-01-12,REGULAR,True
C0850,Ayushman Chaudhary,vrishti73@example.net,2023-09-27,PREMIUM,True
C0851,Eta Dua,taraavi@example.org,2024-10-19,REGULAR,True
C0852,Saksham Memon,bosezinal@example.com,2026-04-30,REGULAR,True
C0853,Andrew Balay,gswaminathan@example.com,2025-05-05,VIP,True
C0854,Saanvi Sharaf,rajagopalshivani@example.com,2023-08-31,REGULAR,True
C0855,Vyanjana Sankar,goelchavvi@example.net,2024-01-31,VIP,True
C0856,Upma Soni,lopa71@example.net,2025-11-26,REGULAR,True
C0857,Warda Purohit,yashawinibhalla@example.com,2026-02-19,VIP,True
C0858,Kabir Peri,bhavani50@example.org,2024-12-29,VIP,True
C0859,Hemani Parikh,omlajita@example.org,2025-04-06,VIP,True
C0860,Frado Bhatti,daksh33@example.org,2024-10-22,VIP,True
C0861,Baljiwan Sharma,nazarethomkaar@example.org,2026-04-23,REGULAR,True
C0862,Upasna Bains,avarma@example.com,2024-11-09,REGULAR,True
C0863,Vrinda Chaudhry,uramakrishnan@example.net,2026-06-14,PREMIUM,True
C0864,Ojas Mistry,gayathritaneja@example.net,2025-01-21,REGULAR,True
C0865,Tanish Mani,fjaggi@example.net,2024-08-21,REGULAR,True
C0866,Girish Nayar,mishraneelima@example.org,2024-09-03,PREMIUM,True
C0867,Idika Bose,walivaishnavi@example.com,2026-04-14,VIP,True
C0868,Ryan Sachdeva,yamini46@example.net,2025-03-22,VIP,True
C0869,Zaitra Grover,yutika78@example.org,2025-12-19,REGULAR,True
C0870,Amrita Walia,qkala@example.net,2026-02-15,REGULAR,True
C0871,Turvi Divan,hbhasin@example.org,2024-07-14,REGULAR,True
C0872,Devansh Jani,charitasaran@example.com,2025-04-07,PREMIUM,True
C0873,Nidra Khare,bhavini24@example.net,2023-12-30,PREMIUM,True
C0874,Ucchal Sunder,rehaanbala@example.org,2025-11-22,PREMIUM,True
C0875,Nathaniel Mahajan,psami@example.org,2024-02-03,PREMIUM,True
C0876,Brijesh Sunder,kuruvillaarunima@example.net,2023-08-06,REGULAR,True
C0877,Devansh Ray,chackodipta@example.net,2025-01-21,PREMIUM,True
C0878,Xiti Dara,ranganathanlogan@example.org,2025-09-24,VIP,True
C0879,Dhriti Narayan,watika13@example.net,2025-12-30,REGULAR,True
C0880,Hredhaan Gill,bkeer@example.org,2024-06-03,REGULAR,True
C0881,Vritti Walla,ria64@example.net,2025-02-08,REGULAR,True
C0882,Arunima Dhillon,nadigpallavi@example.com,2025-01-20,PREMIUM,True
C0883,Chatura Khatri,tpillai@example.org,2024-08-02,PREMIUM,True
C0884,Jairaj Warrior,omore@example.net,2024-07-08,PREMIUM,True
C0885,Charvi Chana,arama@example.com,2024-07-06,VIP,True
C0886,Niharika Bandi,shivansh27@example.net,2024-09-04,VIP,True
C0887,Gaurangi Sami,swamyurishilla@example.net,2023-12-09,PREMIUM,True
C0888,Osha Narain,advikatoor@example.org,2025-06-10,PREMIUM,True
C0889,Laban Aggarwal,benqarin@example.net,2025-03-20,PREMIUM,True
C0890,Indrajit Dugar,dalajamurthy@example.net,2024-07-28,REGULAR,True
C0891,Kiaan Lad,nirjanagarajan@example.com,2024-04-01,VIP,True
C0892,Qabil Ramaswamy,baghyawati31@example.com,2025-02-12,VIP,True
C0893,Gaurav Shere,anshbajaj@example.net,2024-05-09,VIP,True
C0894,Abha Dixit,om06@example.net,2023-11-22,REGULAR,True
C0895,Sudiksha Talwar,onkar91@example.org,2024-01-07,VIP,True
C0896,Warda Raja,samarhalder@example.com,2024-01-25,PREMIUM,True
C0897,Ranbir Sahota,mjhaveri@example.org,2024-04-12,REGULAR,True
C0898,Warinder Seshadri,bdhingra@example.com,2024-07-26,VIP,True
C0899,Ekiya Rao,tara10@example.com,2026-06-07,PREMIUM,True
C0900,Elijah Chandran,leelasampath@example.net,2025-11-18,REGULAR,True
C0901,Irya Bath,bengaurangi@example.org,2023-07-15,VIP,True
C0902,Kamala Deo,yamini96@example.com,2025-11-22,PREMIUM,True
C0903,Harinakshi Sidhu,golaabha@example.org,2024-01-27,REGULAR,True
C0904,Jackson Munshi,nadigrachita@example.org,2023-09-13,VIP,True
C0905,Qushi Mandal,xalakmand@example.net,2024-08-18,PREMIUM,True
C0906,Vyanjana Dora,zansi56@example.org,2025-11-16,REGULAR,True
C0907,Victor Goswami,mbera@example.org,2023-08-31,REGULAR,True
C0908,Rajata D’Alia,klad@example.net,2025-08-13,PREMIUM,True
C0909,Tanvi Tailor,satheishanvi@example.net,2023-12-28,VIP,True
C0910,Bhanumati Gole,jatinpalla@example.org,2024-03-24,PREMIUM,True
C0911,Omaja Bose,simon90@example.net,2024-07-23,REGULAR,True
C0912,Jairaj Ramesh,vchandra@example.org,2025-02-06,PREMIUM,True
C0913,Triveni Srinivasan,naikmitesh@example.org,2025-06-11,PREMIUM,True
C0914,Ekta Dayal,abdul50@example.net,2024-05-30,REGULAR,True
C0915,Lakshmi Chanda,mandalekantika@example.org,2025-03-17,PREMIUM,True
C0916,Sathvik Gaba,pranav36@example.org,2025-03-01,VIP,True
C0917,Jai Misra,pmane@example.net,2025-08-07,REGULAR,True
C0918,Jagrati Char,rmukherjee@example.net,2025-01-27,PREMIUM,True
C0919,Amrita Sampath,vrishtisehgal@example.com,2023-11-24,VIP,True
C0920,Pooja Chander,npillay@example.org,2023-09-07,VIP,True
C0921,Bina Sidhu,ubika32@example.com,2025-05-16,PREMIUM,True
C0922,Charita Kothari,sridharcharita@example.org,2025-09-26,VIP,True
C0923,Chakradev Varghese,kmerchant@example.org,2023-12-21,VIP,True
C0924,Isha Kumar,gsachar@example.com,2026-01-01,PREMIUM,True
C0925,Praneel Gopal,thakuramol@example.org,2025-03-08,REGULAR,True
C0926,Dipta Sha,chackoomaja@example.net,2026-05-13,REGULAR,True
C0927,Qasim Brar,vlanka@example.org,2026-01-30,PREMIUM,True
C0928,Megha Dada,hitesh68@example.org,2023-07-27,VIP,True
C0929,Vidhi Mitter,vanshasharma@example.net,2026-02-21,PREMIUM,True
C0930,Akshay Halder,megha41@example.org,2023-12-27,VIP,True
C0931,Maanav Khurana,guhaavi@example.org,2025-05-13,REGULAR,True
C0932,Urvi Sami,gabrielmitra@example.com,2023-08-09,PREMIUM,True
C0933,Vedhika Sinha,ganesanmichael@example.net,2023-08-06,VIP,True
C0934,Charan Nath,mkibe@example.com,2023-07-19,PREMIUM,True
C0935,Balhaar Sura,sankaranojasvi@example.com,2025-03-18,VIP,True
C0936,Vincent Bhat,lvarghese@example.net,2025-10-04,PREMIUM,True
C0937,Amrita Sahni,samidiya@example.net,2025-07-11,PREMIUM,True
C0938,Ansh Edwin,talwaridika@example.com,2024-09-26,VIP,True
C0939,Yashica Kanda,upasnapadmanabhan@example.com,2026-01-04,VIP,True
C0940,Omaja Parsa,upadhriti24@example.net,2025-07-09,REGULAR,True
C0941,Vasudha Dayal,sarthakmandal@example.net,2024-04-01,REGULAR,True
C0942,Wakeeta Mitter,nakshswamy@example.org,2024-07-05,REGULAR,True
C0943,Ishanvi Dutt,champakbadami@example.com,2024-04-03,VIP,True
C0944,Utkarsh Dara,bhattgeetika@example.com,2025-11-26,REGULAR,True
C0945,Chakradhar Loke,vidhikuruvilla@example.com,2024-02-26,VIP,True
C0946,Hitesh Chaudry,bediraksha@example.com,2025-11-26,VIP,True
C0947,Samesh Pathak,tripathihenry@example.org,2024-03-06,REGULAR,True
C0948,Mitesh Patla,riya87@example.net,2024-12-07,VIP,True
C0949,Abeer Korpal,jasonjaggi@example.com,2025-07-11,PREMIUM,True
C0950,Kashish Sachdeva,bhavini82@example.org,2025-01-17,PREMIUM,True
C0951,Lakshit Sanghvi,maxwagle@example.com,2025-04-09,REGULAR,True
C0952,Ayushman Savant,hshanker@example.net,2024-02-18,REGULAR,True
C0953,Divya Ratti,varugheseekaraj@example.org,2024-03-18,VIP,True
C0954,Dalbir Venkatesh,zbhat@example.org,2024-10-08,VIP,True
C0955,Dipta Padmanabhan,rratti@example.net,2023-07-19,VIP,True
C0956,Riya Pai,manan67@example.net,2026-04-09,VIP,True
C0957,Gaurika Ramakrishnan,thora@example.org,2024-01-18,REGULAR,True
C0958,Harini Dutta,tanay18@example.net,2023-08-12,VIP,True
C0959,Pahal Tiwari,zachariaaarna@example.org,2023-12-25,PREMIUM,True
C0960,Jatin Batta,pradhanaashi@example.net,2026-04-13,VIP,True
C0961,Sudiksha Nori,senchanchal@example.net,2024-07-07,VIP,True
C0962,Krishna Venkatesh,inayamistry@example.com,2024-07-25,VIP,True
C0963,Jalsa Sha,narangzaitra@example.net,2023-12-06,VIP,True
C0964,David Sandal,pavanisabharwal@example.org,2024-01-25,PREMIUM,True
C0965,Neha Venkataraman,ckala@example.org,2025-03-11,VIP,True
C0966,Omaja Gaba,wishi67@example.net,2024-02-16,PREMIUM,True
C0967,Simon Shah,vedhikashankar@example.org,2025-07-11,REGULAR,True
C0968,Imaran Dara,dugarkala@example.org,2025-01-31,PREMIUM,True
C0969,Dalaja Prasad,banjeet82@example.org,2024-10-20,REGULAR,True
C0970,Chanakya Mody,vedika02@example.org,2024-09-19,REGULAR,True
C0971,Ikshita Bir,qadimsuresh@example.org,2023-09-14,VIP,True
C0972,Geetika Purohit,ksrivastava@example.com,2025-07-14,PREMIUM,True
C0973,Shivani Sen,lakshitthaman@example.net,2024-02-23,REGULAR,True
C0974,Viraj Rana,gaurav99@example.com,2024-12-14,VIP,True
C0975,Noah Bakshi,savantarunima@example.net,2025-12-11,PREMIUM,True
C0976,Ranbir Soni,jatin81@example.org,2025-08-25,REGULAR,True
C0977,Samesh Korpal,darapranit@example.org,2025-12-23,REGULAR,True
C0978,Neelima Bath,zchad@example.net,2025-08-08,REGULAR,True
C0979,Arjun Wable,oakrajeshri@example.org,2024-11-11,PREMIUM,True
C0980,Om Mangal,fkurian@example.org,2024-02-15,PREMIUM,True
C0981,Nikita Gara,aadhyachakraborty@example.org,2023-10-06,REGULAR,True
C0982,Hardik Nagarajan,pratyush00@example.com,2024-02-13,VIP,True
C0983,Charles Jain,qnaik@example.com,2024-07-13,REGULAR,True
C0984,Ishwar Luthra,waidatrivedi@example.net,2023-10-09,PREMIUM,True
C0985,Ayush Reddy,ucchal86@example.org,2026-03-17,PREMIUM,True
C0986,Yatin Dass,anirudhluthra@example.net,2024-10-22,PREMIUM,True
C0987,Lucky Prakash,fsehgal@example.net,2025-10-23,REGULAR,True
C0988,Benjamin Agarwal,yatanyogi@example.com,2025-06-27,VIP,True
C0989,Zashil Rai,oliver00@example.com,2025-01-02,REGULAR,True
C0990,Ekaraj Mital,yashvimanda@example.org,2023-11-23,PREMIUM,True
C0991,Rachana Kade,idas@example.net,2026-02-09,PREMIUM,True
C0992,Ekanta Om,hema47@example.com,2024-05-29,VIP,True
C0993,Aarnav Soni,bnarasimhan@example.net,2023-07-13,PREMIUM,True
C0994,Maya Yohannan,ghoseodika@example.net,2023-11-10,REGULAR,True
C0995,Jatin Pandit,yohannanazaan@example.net,2025-02-10,PREMIUM,True
C0996,Kamala Hans,lila20@example.org,2025-05-27,PREMIUM,True
C0997,Rehaan Chana,kantanmol@example.com,2026-02-13,PREMIUM,True
C0998,Avni Tailor,timothy37@example.com,2026-07-04,VIP,True
C0999,Indrajit Mall,abhimanyuhayre@example.net,2025-12-07,VIP,True
C1000,Dhruv Dave,jgarde@example.org,2023-10-16,PREMIUM,True
